[06-May-2016 13:51:45 UTC] PHP Parse error:  syntax error, unexpected ':' in /home/ubuntu/workspace/2503ict/assignmentnew/app/controllers/PostController.php on line 47
[26-May-2016 18:12:16 UTC] PHP   4. Illuminate\Cookie\Guard->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[26-May-2016 18:12:16 UTC] PHP   5. Illuminate\Cookie\Queue->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[26-May-2016 18:12:16 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[26-May-2016 18:12:16 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[26-May-2016 18:12:16 UTC] PHP   8. Illuminate\Foundation\Application->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:745
[26-May-2016 18:12:16 UTC] PHP   9. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:775
[26-May-2016 18:12:16 UTC] PHP  10. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1001
[26-May-2016 18:12:16 UTC] PHP  11. Illuminate\Routing\Route->run() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1033
[26-May-2016 18:12:16 UTC] PHP  12. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[26-May-2016 18:12:16 UTC] PHP  13. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[26-May-2016 18:12:16 UTC] PHP  14. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:967
[26-May-2016 18:12:16 UTC] PHP  15. Illuminate\Routing\ControllerDispatcher->makeController() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:51
[26-May-2016 18:12:16 UTC] PHP  16. Illuminate\Foundation\Application->make() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:78
[26-May-2016 18:12:16 UTC] PHP  17. Illuminate\Container\Container->make() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:462
[26-May-2016 18:12:16 UTC] PHP  18. Illuminate\Container\Container->build() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:428
[26-May-2016 18:12:16 UTC] PHP  19. ReflectionClass->__construct() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[26-May-2016 18:12:16 UTC] PHP  20. spl_autoload_call() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[26-May-2016 18:12:16 UTC] PHP  21. Composer\Autoload\ClassLoader->loadClass() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[26-May-2016 18:12:16 UTC] PHP  22. Composer\Autoload\includeFile() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/composer/ClassLoader.php:301
[26-May-2016 19:04:15 UTC] PHP Parse error:  syntax error, unexpected 'array' (T_ARRAY) in /home/ubuntu/workspace/2503ict/assignmentnew/app/routes.php on line 34
[26-May-2016 19:04:15 UTC] PHP Stack trace:
[26-May-2016 19:04:15 UTC] PHP   1. {main}() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:0
[26-May-2016 19:04:15 UTC] PHP   2. Illuminate\Foundation\Application->run() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:49
[26-May-2016 19:04:15 UTC] PHP   3. Stack\StackedHttpKernel->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:641
[26-May-2016 19:04:15 UTC] PHP   4. Illuminate\Cookie\Guard->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[26-May-2016 19:04:15 UTC] PHP   5. Illuminate\Cookie\Queue->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[26-May-2016 19:04:15 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[26-May-2016 19:04:15 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[26-May-2016 19:04:15 UTC] PHP   8. Illuminate\Foundation\Application->boot() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:743
[26-May-2016 19:04:15 UTC] PHP   9. Illuminate\Foundation\Application->bootApplication() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:587
[26-May-2016 19:04:15 UTC] PHP  10. Illuminate\Foundation\Application->fireAppCallbacks() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:604
[26-May-2016 19:04:15 UTC] PHP  11. call_user_func:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:830}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:830
[26-May-2016 19:04:15 UTC] PHP  12. {closure:/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/start.php:223-271}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:830
[26-May-2016 19:04:36 UTC] PHP Parse error:  syntax error, unexpected ',' in /home/ubuntu/workspace/2503ict/assignmentnew/app/routes.php on line 34
[26-May-2016 19:04:36 UTC] PHP Stack trace:
[26-May-2016 19:04:36 UTC] PHP   1. {main}() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:0
[26-May-2016 19:04:36 UTC] PHP   2. Illuminate\Foundation\Application->run() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:49
[26-May-2016 19:04:36 UTC] PHP   3. Stack\StackedHttpKernel->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:641
[26-May-2016 19:04:36 UTC] PHP   4. Illuminate\Cookie\Guard->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[26-May-2016 19:04:36 UTC] PHP   5. Illuminate\Cookie\Queue->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[26-May-2016 19:04:36 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[26-May-2016 19:04:36 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[26-May-2016 19:04:36 UTC] PHP   8. Illuminate\Foundation\Application->boot() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:743
[26-May-2016 19:04:36 UTC] PHP   9. Illuminate\Foundation\Application->bootApplication() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:587
[26-May-2016 19:04:36 UTC] PHP  10. Illuminate\Foundation\Application->fireAppCallbacks() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:604
[26-May-2016 19:04:36 UTC] PHP  11. call_user_func:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:830}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:830
[26-May-2016 19:04:36 UTC] PHP  12. {closure:/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/start.php:223-271}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:830
[26-May-2016 19:04:47 UTC] PHP Parse error:  syntax error, unexpected '{' in /home/ubuntu/workspace/2503ict/assignmentnew/app/controllers/UserController.php on line 139
[26-May-2016 19:04:47 UTC] PHP Stack trace:
[26-May-2016 19:04:47 UTC] PHP   1. {main}() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:0
[26-May-2016 19:04:47 UTC] PHP   2. Illuminate\Foundation\Application->run() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:49
[26-May-2016 19:04:47 UTC] PHP   3. Stack\StackedHttpKernel->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:641
[26-May-2016 19:04:47 UTC] PHP   4. Illuminate\Cookie\Guard->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[26-May-2016 19:04:47 UTC] PHP   5. Illuminate\Cookie\Queue->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[26-May-2016 19:04:47 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[26-May-2016 19:04:47 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[26-May-2016 19:04:47 UTC] PHP   8. Illuminate\Foundation\Application->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:745
[26-May-2016 19:04:47 UTC] PHP   9. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:775
[26-May-2016 19:04:47 UTC] PHP  10. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1001
[26-May-2016 19:04:47 UTC] PHP  11. Illuminate\Routing\Route->run() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1033
[26-May-2016 19:04:47 UTC] PHP  12. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[26-May-2016 19:04:47 UTC] PHP  13. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[26-May-2016 19:04:47 UTC] PHP  14. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:967
[26-May-2016 19:04:47 UTC] PHP  15. Illuminate\Routing\ControllerDispatcher->makeController() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:51
[26-May-2016 19:04:47 UTC] PHP  16. Illuminate\Foundation\Application->make() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:78
[26-May-2016 19:04:47 UTC] PHP  17. Illuminate\Container\Container->make() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:462
[26-May-2016 19:04:47 UTC] PHP  18. Illuminate\Container\Container->build() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:428
[26-May-2016 19:04:47 UTC] PHP  19. ReflectionClass->__construct() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[26-May-2016 19:04:47 UTC] PHP  20. spl_autoload_call() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[26-May-2016 19:04:47 UTC] PHP  21. Composer\Autoload\ClassLoader->loadClass() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[26-May-2016 19:04:47 UTC] PHP  22. Composer\Autoload\includeFile() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/composer/ClassLoader.php:301
[26-May-2016 19:05:40 UTC] PHP Fatal error:  Call to undefined function search() in /home/ubuntu/workspace/2503ict/assignmentnew/app/controllers/UserController.php on line 131
[26-May-2016 19:05:40 UTC] PHP Stack trace:
[26-May-2016 19:05:40 UTC] PHP   1. {main}() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:0
[26-May-2016 19:05:40 UTC] PHP   2. Illuminate\Foundation\Application->run() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:49
[26-May-2016 19:05:40 UTC] PHP   3. Stack\StackedHttpKernel->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:641
[26-May-2016 19:05:40 UTC] PHP   4. Illuminate\Cookie\Guard->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[26-May-2016 19:05:40 UTC] PHP   5. Illuminate\Cookie\Queue->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[26-May-2016 19:05:40 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[26-May-2016 19:05:40 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[26-May-2016 19:05:40 UTC] PHP   8. Illuminate\Foundation\Application->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:745
[26-May-2016 19:05:40 UTC] PHP   9. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:775
[26-May-2016 19:05:40 UTC] PHP  10. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1001
[26-May-2016 19:05:40 UTC] PHP  11. Illuminate\Routing\Route->run() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1033
[26-May-2016 19:05:40 UTC] PHP  12. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[26-May-2016 19:05:40 UTC] PHP  13. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[26-May-2016 19:05:40 UTC] PHP  14. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:967
[26-May-2016 19:05:40 UTC] PHP  15. Illuminate\Routing\ControllerDispatcher->call() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:62
[26-May-2016 19:05:40 UTC] PHP  16. Illuminate\Routing\Controller->callAction() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:93
[26-May-2016 19:05:40 UTC] PHP  17. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:231}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:231
[26-May-2016 19:05:40 UTC] PHP  18. UserController->search() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:231
[26-May-2016 19:07:22 UTC] PHP Parse error:  syntax error, unexpected 'array' (T_ARRAY) in /home/ubuntu/workspace/2503ict/assignmentnew/app/controllers/UserController.php on line 134
[26-May-2016 19:07:22 UTC] PHP Stack trace:
[26-May-2016 19:07:22 UTC] PHP   1. {main}() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:0
[26-May-2016 19:07:22 UTC] PHP   2. Illuminate\Foundation\Application->run() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:49
[26-May-2016 19:07:22 UTC] PHP   3. Stack\StackedHttpKernel->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:641
[26-May-2016 19:07:22 UTC] PHP   4. Illuminate\Cookie\Guard->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[26-May-2016 19:07:22 UTC] PHP   5. Illuminate\Cookie\Queue->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[26-May-2016 19:07:22 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[26-May-2016 19:07:22 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[26-May-2016 19:07:22 UTC] PHP   8. Illuminate\Foundation\Application->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:745
[26-May-2016 19:07:22 UTC] PHP   9. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:775
[26-May-2016 19:07:22 UTC] PHP  10. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1001
